Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/3774        ProcessDevice [222]
                0.00    0.00       1/3774        ProcessIO [223]
                0.00    0.00       1/3774        ProcessSegments [225]
                0.00    0.00       5/3774        SetupGridLocations [198]
                0.00    0.00       5/3774        ProcessSubblocks [195]
                0.00    0.00     106/3774        SetupPinClasses [199]
                0.00    0.00     111/3774        SetupPinLocations [200]
                0.00    0.00    3543/3774        read_netlist [316]
[101]    0.0    0.00    0.00    3774         my_atoi [101]
-----------------------------------------------
                0.00    0.00       6/3302        SetupTypeTiming [203]
                0.00    0.00      12/3302        SetupPinLocations [200]
                0.00    0.00      40/3302        SetupSubblocksTcomb [202]
                0.00    0.00      41/3302        SetupPinClasses [199]
                0.00    0.00      74/3302        SetupSubblocksTSeq [201]
                0.00    0.00    3129/3302        read_netlist [316]
[102]    0.0    0.00    0.00    3302         FreeTokens [102]
-----------------------------------------------
                0.00    0.00       6/3287        SetupTypeTiming [203]
                0.00    0.00      40/3287        SetupSubblocksTcomb [202]
                0.00    0.00      41/3287        SetupPinClasses [199]
                0.00    0.00      74/3287        SetupSubblocksTSeq [201]
                0.00    0.00    3126/3287        read_netlist [316]
[103]    0.0    0.00    0.00    3287         CountTokens [103]
-----------------------------------------------
                0.00    0.00    2943/2943        read_netlist [316]
[104]    0.0    0.00    0.00    2943         ReadLineTokens [104]
                0.00    0.00    5880/383841      my_malloc [73]
-----------------------------------------------
                0.00    0.00       1/1359        ProcessSwitches [226]
                0.00    0.00       2/1359        ProcessTypeProps [196]
                0.00    0.00       4/1359        ReadOptions [229]
                0.00    0.00    1352/1359        read_netlist [316]
[105]    0.0    0.00    0.00    1359         my_strdup [105]
                0.00    0.00    1359/383841      my_malloc [73]
-----------------------------------------------
                0.00    0.00     956/956         assign_locations [114]
[106]    0.0    0.00    0.00     956         get_first_pin [106]
-----------------------------------------------
                0.00    0.00     954/954         timing_driven_route_net [29]
[107]    0.0    0.00    0.00     954         pathfinder_update_one_cost [107]
-----------------------------------------------
                0.00    0.00     649/649         insert_in_hash_table [109]
[108]    0.0    0.00    0.00     649         hash_value [108]
-----------------------------------------------
                0.00    0.00     138/649         check_for_duplicate_block_names [269]
                0.00    0.00     511/649         check_netlist [271]
[109]    0.0    0.00    0.00     649         insert_in_hash_table [109]
                0.00    0.00    1298/383841      my_malloc [73]
                0.00    0.00     649/649         hash_value [108]
-----------------------------------------------
                0.00    0.00     120/551         ezxml_parse_str [279]
                0.00    0.00     431/551         ezxml_char_content [131]
[110]    0.0    0.00    0.00     551         ezxml_decode [110]
-----------------------------------------------
                0.00    0.00     511/511         build_fb_tnodes [153]
[111]    0.0    0.00    0.00     511         build_block_output_tnode [111]
                0.00    0.00     511/6904        my_chunk_malloc [91]
-----------------------------------------------
                0.00    0.00     511/511         check_netlist [271]
[112]    0.0    0.00    0.00     511         check_connections_to_global_fb_pins [112]
-----------------------------------------------
                0.00    0.00       1/479         init_route_structs [308]
                0.00    0.00       1/479         free_trace_structs [300]
                0.00    0.00     477/479         timing_driven_route_net [29]
[113]    0.0    0.00    0.00     479         free_traceback [113]
                0.00    0.00    4627/4627        free_trace_data [98]
-----------------------------------------------
                0.00    0.00       1/478         alloc_routing_structs [9]
                0.00    0.00     477/478         assign_blocks_and_route_net [27]
[114]    0.0    0.00    0.00     478         assign_locations [114]
                0.00    0.00     956/956         get_first_pin [106]
-----------------------------------------------
                0.00    0.00     477/477         update_route_tree [126]
[115]    0.0    0.00    0.00     477         add_path_to_route_tree [115]
                0.00    0.00    4150/4627        alloc_rt_node [95]
                0.00    0.00    4150/4150        alloc_linked_rt_edge [99]
-----------------------------------------------
                0.00    0.00     477/477         heapsort [120]
[116]    0.0    0.00    0.00     477         add_to_sort_heap [116]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[117]    0.0    0.00    0.00     477         empty_heap [117]
                0.00    0.00  198524/220989      free_heap_data [77]
-----------------------------------------------
                                4150             free_route_tree [118]
                0.00    0.00     477/477         timing_driven_route_net [29]
[118]    0.0    0.00    0.00     477+4150    free_route_tree [118]
                0.00    0.00    4627/4627        free_rt_node [97]
                0.00    0.00    4150/4150        free_linked_rt_edge [100]
                                4150             free_route_tree [118]
-----------------------------------------------
                0.00    0.00     477/477         heapsort [120]
[119]    0.0    0.00    0.00     477         get_top_of_heap_index [119]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[120]    0.0    0.00    0.00     477         heapsort [120]
                0.00    0.00     477/477         add_to_sort_heap [116]
                0.00    0.00     477/477         get_top_of_heap_index [119]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[121]    0.0    0.00    0.00     477         init_route_tree_to_source [121]
                0.00    0.00     477/4627        alloc_rt_node [95]
-----------------------------------------------
                0.00    0.00     477/477         update_route_tree [126]
[122]    0.0    0.00    0.00     477         load_new_path_R_upstream [122]
-----------------------------------------------
                                3673             load_rt_subtree_Tdel [123]
                0.00    0.00     477/477         update_route_tree [126]
[123]    0.0    0.00    0.00     477+3673    load_rt_subtree_Tdel [123]
                                3673             load_rt_subtree_Tdel [123]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[124]    0.0    0.00    0.00     477         reset_path_costs [124]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[125]    0.0    0.00    0.00     477         update_net_delays_from_route_tree [125]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[126]    0.0    0.00    0.00     477         update_route_tree [126]
                0.00    0.00     477/477         add_path_to_route_tree [115]
                0.00    0.00     477/477         load_new_path_R_upstream [122]
                0.00    0.00     477/477         update_unbuffered_ancestors_C_downstream [129]
                0.00    0.00     477/477         load_rt_subtree_Tdel [123]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[127]    0.0    0.00    0.00     477         update_rr_base_costs [127]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[128]    0.0    0.00    0.00     477         update_traceback [128]
                0.00    0.00    4627/4627        alloc_trace_data [96]
-----------------------------------------------
                0.00    0.00     477/477         update_route_tree [126]
[129]    0.0    0.00    0.00     477         update_unbuffered_ancestors_C_downstream [129]
-----------------------------------------------
                0.00    0.00       1/437         check_netlist [271]
                0.00    0.00       1/437         alloc_and_load_placement_structs [251]
                0.00    0.00       1/437         load_simplified_device [311]
                0.00    0.00       2/437         build_rr_graph [10]
                0.00    0.00       2/437         SetupSubblocksTcomb [202]
                0.00    0.00       2/437         alloc_and_assign_internal_structures [245]
                0.00    0.00       4/437         alloc_and_load_pin_to_track_map [189]
                0.00    0.00       4/437         alloc_delta_arrays [261]
                0.00    0.00       6/437         alloc_and_load_grid [178]
                0.00    0.00     138/437         alloc_and_load_pin_mappings [250]
                0.00    0.00     138/437         alloc_and_load_fanout_counts [247]
                0.00    0.00     138/437         build_subblock_tnodes [154]
[130]    0.0    0.00    0.00     437         alloc_matrix [130]
                0.00    0.00    3079/383841      my_malloc [73]
-----------------------------------------------
                0.00    0.00     431/431         ezxml_parse_str [279]
[131]    0.0    0.00    0.00     431         ezxml_char_content [131]
                0.00    0.00     431/551         ezxml_decode [110]
                0.00    0.00     223/223         ezxml_set_flag [136]
-----------------------------------------------
                0.00    0.00       1/430         check_netlist [271]
                0.00    0.00       1/430         free_placement_structs [290]
                0.00    0.00       1/430         restore_original_device [318]
                0.00    0.00       2/430         build_rr_graph [10]
                0.00    0.00       2/430         free_and_reset_internal_structures [282]
                0.00    0.00       4/430         alloc_and_load_pin_to_track_map [189]
                0.00    0.00       5/430         freeGrid [181]
                0.00    0.00     138/430         free_pin_mappings [289]
                0.00    0.00     138/430         free_fanout_counts [284]
                0.00    0.00     138/430         build_subblock_tnodes [154]
[132]    0.0    0.00    0.00     430         free_matrix [132]
-----------------------------------------------
                0.00    0.00     414/414         read_netlist [316]
[133]    0.0    0.00    0.00     414         get_type_by_name [133]
-----------------------------------------------
                0.00    0.00     138/276         check_subblocks [158]
                0.00    0.00     138/276         alloc_and_load_fanout_counts [247]
[134]    0.0    0.00    0.00     276         load_one_fb_fanout_count [134]
-----------------------------------------------
                0.00    0.00      12/226         SetupPinLocations [200]
                0.00    0.00      41/226         SetupClassInf [197]
                0.00    0.00     173/226         GetNodeTokens [150]
[135]    0.0    0.00    0.00     226         CountTokensInString [135]
                0.00    0.00    9357/19634       IsWhitespace [86]
-----------------------------------------------
                0.00    0.00     223/223         ezxml_char_content [131]
[136]    0.0    0.00    0.00     223         ezxml_set_flag [136]
-----------------------------------------------
                0.00    0.00       1/222         ProcessSwitches [226]
                0.00    0.00       2/222         ProcessIO [223]
                0.00    0.00       3/222         SetupGridLocations [198]
                0.00    0.00       3/222         ProcessChanWidthDistr [221]
                0.00    0.00       4/222         ProcessSegments [225]
                0.00    0.00       5/222         ProcessDevice [222]
                0.00    0.00       6/222         SetupTypeTiming [203]
                0.00    0.00       6/222         XmlReadArch [244]
                0.00    0.00       8/222         ProcessSubblocks [195]
                0.00    0.00      12/222         SetupPinLocations [200]
                0.00    0.00      17/222         ProcessTypes [227]
                0.00    0.00      40/222         SetupSubblocksTcomb [202]
                0.00    0.00      41/222         SetupPinClasses [199]
                0.00    0.00      74/222         SetupSubblocksTSeq [201]
[137]    0.0    0.00    0.00     222         FreeNode [137]
                0.00    0.00    1470/19634       IsWhitespace [86]
                0.00    0.00     222/222         ezxml_free [140]
                0.00    0.00     222/222         ezxml_cut [139]
-----------------------------------------------
                0.00    0.00     222/222         ezxml_parse_str [279]
[138]    0.0    0.00    0.00     222         ezxml_close_tag [138]
-----------------------------------------------
                0.00    0.00     222/222         FreeNode [137]
[139]    0.0    0.00    0.00     222         ezxml_cut [139]
-----------------------------------------------
                                 444             ezxml_free [140]
                0.00    0.00     222/222         FreeNode [137]
[140]    0.0    0.00    0.00     222+444     ezxml_free [140]
                0.00    0.00     222/222         ezxml_free_attr [141]
                                 444             ezxml_free [140]
-----------------------------------------------
                0.00    0.00     222/222         ezxml_free [140]
[141]    0.0    0.00    0.00     222         ezxml_free_attr [141]
-----------------------------------------------
                0.00    0.00     222/222         ezxml_parse_str [279]
[142]    0.0    0.00    0.00     222         ezxml_open_tag [142]
                0.00    0.00     221/221         ezxml_add_child [144]
-----------------------------------------------
                0.00    0.00       1/221         ProcessIO [223]
                0.00    0.00       1/221         XmlReadArch [244]
                0.00    0.00       2/221         ProcessTypes [227]
                0.00    0.00       3/221         SetupGridLocations [198]
                0.00    0.00       6/221         SetupTypeTiming [203]
                0.00    0.00      12/221         SetupPinLocations [200]
                0.00    0.00      40/221         SetupSubblocksTcomb [202]
                0.00    0.00      41/221         SetupClassInf [197]
                0.00    0.00      41/221         SetupPinClasses [199]
                0.00    0.00      74/221         SetupSubblocksTSeq [201]
[143]    0.0    0.00    0.00     221         CheckElement [143]
-----------------------------------------------
                0.00    0.00     221/221         ezxml_open_tag [142]
[144]    0.0    0.00    0.00     221         ezxml_add_child [144]
                0.00    0.00     221/221         ezxml_insert [145]
-----------------------------------------------
                0.00    0.00     221/221         ezxml_add_child [144]
[145]    0.0    0.00    0.00     221         ezxml_insert [145]
-----------------------------------------------
                0.00    0.00     220/220         check_rr_graph [272]
[146]    0.0    0.00    0.00     220         rr_node_is_global_clb_ipin [146]
-----------------------------------------------
                0.00    0.00       1/183         ProcessChanWidthDistr [221]
                0.00    0.00       2/183         ProcessLayout [224]
                0.00    0.00       2/183         ProcessCB_SB [193]
                0.00    0.00       3/183         ProcessIO [223]
                0.00    0.00       4/183         ProcessTypeProps [196]
                0.00    0.00       6/183         ParseFc [177]
                0.00    0.00       6/183         SetupTypeTiming [203]
                0.00    0.00       6/183         ProcessSubblocks [195]
                0.00    0.00       6/183         ProcessSegments [225]
                0.00    0.00       8/183         ProcessDevice [222]
                0.00    0.00       8/183         ProcessSwitches [226]
                0.00    0.00      10/183         ProcessChanWidthDistrDir [194]
                0.00    0.00      15/183         SetupGridLocations [198]
                0.00    0.00      24/183         SetupPinLocations [200]
                0.00    0.00      41/183         SetupClassInf [197]
                0.00    0.00      41/183         SetupPinClasses [199]
[147]    0.0    0.00    0.00     183         FindProperty [147]
                0.00    0.00     183/183         ezxml_attr [148]
-----------------------------------------------
                0.00    0.00     183/183         FindProperty [147]
[148]    0.0    0.00    0.00     183         ezxml_attr [148]
-----------------------------------------------
                0.00    0.00       2/180         ProcessCB_SB [193]
                0.00    0.00       5/180         ParseFc [177]
                0.00    0.00     173/180         GetNodeTokens [150]
[149]    0.0    0.00    0.00     180         ezxml_set_txt [149]
-----------------------------------------------
                0.00    0.00       6/173         SetupTypeTiming [203]
                0.00    0.00      12/173         SetupPinLocations [200]
                0.00    0.00      40/173         SetupSubblocksTcomb [202]
                0.00    0.00      41/173         SetupPinClasses [199]
                0.00    0.00      74/173         SetupSubblocksTSeq [201]
[150]    0.0    0.00    0.00     173         GetNodeTokens [150]
                0.00    0.00    8807/19634       IsWhitespace [86]
                0.00    0.00     346/383841      my_malloc [73]
                0.00    0.00     173/226         CountTokensInString [135]
                0.00    0.00     173/180         ezxml_set_txt [149]
-----------------------------------------------
                0.00    0.00       1/171         check_for_multiple_sink_connections [270]
                0.00    0.00       1/171         alloc_route_structs [266]
                0.00    0.00       1/171         alloc_and_load_tnode_fanin_and_check_edges [256]
                0.00    0.00       1/171         ProcessIO [223]
                0.00    0.00       2/171         check_all_tracks_reach_pins [207]
                0.00    0.00       2/171         alloc_hash_table [205]
                0.00    0.00       2/171         InitArch [218]
                0.00    0.00       2/171         SetupGridLocations [198]
                0.00    0.00       2/171         initial_placement [309]
                0.00    0.00       3/171         add_rr_graph_C_from_switches [41]
                0.00    0.00       3/171         check_rr_graph [272]
                0.00    0.00       3/171         alloc_and_load_unique_pin_list [258]
                0.00    0.00       4/171         SetupSubblocksTSeq [201]
                0.00    0.00       6/171         load_rr_indexed_data_T_values [67]
                0.00    0.00     138/171         alloc_and_load_fanout_counts [247]
[151]    0.0    0.00    0.00     171         my_calloc [151]
-----------------------------------------------
                0.00    0.00     139/139         check_for_duplicate_block_names [269]
[152]    0.0    0.00    0.00     139         get_next_hash [152]
-----------------------------------------------
                0.00    0.00     138/138         alloc_and_load_tnodes_and_net_mapping [257]
[153]    0.0    0.00    0.00     138         build_fb_tnodes [153]
                0.00    0.00    1724/4966        is_opin [93]
                0.00    0.00    1213/6904        my_chunk_malloc [91]
                0.00    0.00     511/511         build_block_output_tnode [111]
                0.00    0.00     138/383841      my_malloc [73]
-----------------------------------------------
                0.00    0.00     138/138         alloc_and_load_tnodes_and_net_mapping [257]
[154]    0.0    0.00    0.00     138         build_subblock_tnodes [154]
                0.00    0.00    3646/6904        my_chunk_malloc [91]
                0.00    0.00     138/437         alloc_matrix [130]
                0.00    0.00     138/383841      my_malloc [73]
                0.00    0.00     138/430         free_matrix [132]
                0.00    0.00      33/33          is_global_clock [174]
-----------------------------------------------
                0.00    0.00     138/138         check_netlist [271]
[155]    0.0    0.00    0.00     138         check_fb_conn [155]
-----------------------------------------------
                0.00    0.00     138/138         check_subblocks [158]
[156]    0.0    0.00    0.00     138         check_fb_to_subblock_connections [156]
                0.00    0.00    3242/4966        is_opin [93]
-----------------------------------------------
                0.00    0.00     138/138         check_subblocks [158]
[157]    0.0    0.00    0.00     138         check_internal_subblock_connections [157]
-----------------------------------------------
                0.00    0.00     138/138         check_netlist [271]
[158]    0.0    0.00    0.00     138         check_subblocks [158]
                0.00    0.00    4742/4742        check_subblock_pin [94]
                0.00    0.00     138/276         load_one_fb_fanout_count [134]
                0.00    0.00     138/138         check_fb_to_subblock_connections [156]
                0.00    0.00     138/138         check_internal_subblock_connections [157]
-----------------------------------------------
                0.00    0.00     138/138         check_netlist [271]
[159]    0.0    0.00    0.00     138         get_num_conn [159]
-----------------------------------------------
                0.00    0.00       1/125         ProcessLayout [224]
                0.00    0.00       1/125         ProcessChanWidthDistr [221]
                0.00    0.00       2/125         ProcessCB_SB [193]
                0.00    0.00       3/125         ProcessTypeProps [196]
                0.00    0.00       3/125         ProcessIO [223]
                0.00    0.00       4/125         ProcessChanWidthDistrDir [194]
                0.00    0.00       5/125         ProcessSubblocks [195]
                0.00    0.00       6/125         SetupTypeTiming [203]
                0.00    0.00       6/125         ProcessSegments [225]
                0.00    0.00       8/125         ProcessDevice [222]
                0.00    0.00       8/125         ProcessSwitches [226]
                0.00    0.00       9/125         SetupGridLocations [198]
                0.00    0.00      11/125         ParseFc [177]
                0.00    0.00      17/125         SetupPinLocations [200]
                0.00    0.00      41/125         SetupPinClasses [199]
[160]    0.0    0.00    0.00     125         ezxml_set_attr [160]
-----------------------------------------------
                0.00    0.00     124/124         load_net_slack [31]
[161]    0.0    0.00    0.00     124         compute_net_slacks [161]
-----------------------------------------------
                0.00    0.00     124/124         try_place [2]
[162]    0.0    0.00    0.00     124         load_timing_graph_net_delays [162]
-----------------------------------------------
                0.00    0.00       1/123         starting_t [59]
                0.00    0.00     122/123         try_place [2]
[163]    0.0    0.00    0.00     123         get_std_dev [163]
-----------------------------------------------
                0.00    0.00     123/123         try_place [2]
[164]    0.0    0.00    0.00     123         load_criticalities [164]
-----------------------------------------------
                0.00    0.00     123/123         try_place [2]
[165]    0.0    0.00    0.00     123         update_screen [165]
-----------------------------------------------
                0.00    0.00     122/122         try_place [2]
[166]    0.0    0.00    0.00     122         exit_crit [166]
-----------------------------------------------
                0.00    0.00     121/121         try_place [2]
[167]    0.0    0.00    0.00     121         update_rlim [167]
-----------------------------------------------
                0.00    0.00     121/121         try_place [2]
[168]    0.0    0.00    0.00     121         update_t [168]
-----------------------------------------------
                0.00    0.00      57/57          alloc_and_load_timing_graph_levels [255]
[169]    0.0    0.00    0.00      57         alloc_ivector_and_copy_int_list [169]
                0.00    0.00      56/383841      my_malloc [73]
-----------------------------------------------
                0.00    0.00      56/56          alloc_and_load_grid [178]
[170]    0.0    0.00    0.00      56         find_type_col [170]
-----------------------------------------------
                0.00    0.00       1/43          ProcessSegments [225]
                0.00    0.00       1/43          ProcessSwitches [226]
                0.00    0.00      41/43          FindElement [172]
[171]    0.0    0.00    0.00      43         ezxml_child [171]
-----------------------------------------------
                0.00    0.00       2/41          ProcessIO [223]
                0.00    0.00       3/41          ProcessChanWidthDistr [221]
                0.00    0.00       3/41          ProcessSegments [225]
                0.00    0.00       5/41          ProcessDevice [222]
                0.00    0.00       5/41          XmlReadArch [244]
                0.00    0.00       8/41          ProcessSubblocks [195]
                0.00    0.00      15/41          ProcessTypes [227]
[172]    0.0    0.00    0.00      41         FindElement [172]
                0.00    0.00      41/43          ezxml_child [171]
-----------------------------------------------
                0.00    0.00      36/36          init_chan [210]
[173]    0.0    0.00    0.00      36         comp_width [173]
-----------------------------------------------
                0.00    0.00      33/33          build_subblock_tnodes [154]
[174]    0.0    0.00    0.00      33         is_global_clock [174]
-----------------------------------------------
                0.00    0.00       1/7           ProcessTypes [227]
                0.00    0.00       1/7           ProcessSegments [225]
                0.00    0.00       1/7           ProcessSwitches [226]
                0.00    0.00       2/7           SetupClassInf [197]
                0.00    0.00       2/7           SetupGridLocations [198]
[175]    0.0    0.00    0.00       7         CountChildren [175]
-----------------------------------------------
                0.00    0.00       6/6           alloc_and_load_grid [178]
[176]    0.0    0.00    0.00       6         CheckGrid [176]
-----------------------------------------------
                0.00    0.00       6/6           Process_Fc [187]
[177]    0.0    0.00    0.00       6         ParseFc [177]
                0.00    0.00      11/125         ezxml_set_attr [160]
                0.00    0.00       6/183         FindProperty [147]
                0.00    0.00       5/180         ezxml_set_txt [149]
-----------------------------------------------
                0.00    0.00       6/6           InitArch [218]
[178]    0.0    0.00    0.00       6         alloc_and_load_grid [178]
                0.00    0.00     766/383841      my_malloc [73]
                0.00    0.00      56/56          find_type_col [170]
                0.00    0.00       6/437         alloc_matrix [130]
                0.00    0.00       6/6           CheckGrid [176]
-----------------------------------------------
                0.00    0.00       6/6           my_chunk_malloc [91]
[179]    0.0    0.00    0.00       6         insert_in_vptr_list [179]
                0.00    0.00       6/383841      my_malloc [73]
-----------------------------------------------
                0.00    0.00       1/5           ProcessIO [223]
                0.00    0.00       2/5           alloc_and_load_pin_to_track_map [189]
                0.00    0.00       2/5           alloc_and_load_track_to_pin_lookup [190]
[180]    0.0    0.00    0.00       5         alloc_matrix3 [180]
                0.00    0.00     548/383841      my_malloc [73]
-----------------------------------------------
                0.00    0.00       5/5           InitArch [218]
[181]    0.0    0.00    0.00       5         freeGrid [181]
                0.00    0.00       5/430         free_matrix [132]
-----------------------------------------------
                0.00    0.00       1/5           alloc_and_load_timing_graph_levels [255]
                0.00    0.00       4/5           add_to_heap [75]
[182]    0.0    0.00    0.00       5         my_realloc [182]
-----------------------------------------------
                0.00    0.00       1/4           free_rr_graph [209]
                0.00    0.00       1/4           free_net_delay [288]
                0.00    0.00       1/4           free_timing_graph [299]
                0.00    0.00       1/4           free_crit [283]
[183]    0.0    0.00    0.00       4         free_chunk_memory [183]
-----------------------------------------------
                0.00    0.00       2/4           free_type_track_to_ipin_map [302]
                0.00    0.00       2/4           alloc_and_load_pin_to_track_map [189]
[184]    0.0    0.00    0.00       4         free_matrix3 [184]
-----------------------------------------------
                0.00    0.00       2/4           alloc_and_load_clb_opins_used_locally [246]
                0.00    0.00       2/4           alloc_and_load_rr_clb_source [70]
[185]    0.0    0.00    0.00       4         get_class_range_for_block [185]
-----------------------------------------------
                0.00    0.00       3/3           ReadOptions [229]
[186]    0.0    0.00    0.00       3         ProcessOption [186]
                0.00    0.00       3/3           ReadBaseToken [188]
                0.00    0.00       1/1           ReadInt [228]
-----------------------------------------------
                0.00    0.00       1/3           ProcessIO [223]
                0.00    0.00       2/3           ProcessTypes [227]
[187]    0.0    0.00    0.00       3         Process_Fc [187]
                0.00    0.00       6/6           ParseFc [177]
-----------------------------------------------
                0.00    0.00       3/3           ProcessOption [186]
[188]    0.0    0.00    0.00       3         ReadBaseToken [188]
-----------------------------------------------
                0.00    0.00       3/3           build_rr_graph [10]
[189]    0.0    0.00    0.00       3         alloc_and_load_pin_to_track_map [189]
                0.00    0.00       6/383841      my_malloc [73]
                0.00    0.00       4/437         alloc_matrix [130]
                0.00    0.00       4/430         free_matrix [132]
                0.00    0.00       2/2           alloc_matrix4 [206]
                0.00    0.00       2/5           alloc_matrix3 [180]
                0.00    0.00       2/2           load_uniform_switch_pattern [211]
                0.00    0.00       2/2           check_all_tracks_reach_pins [207]
                0.00    0.00       2/4           free_matrix3 [184]
-----------------------------------------------
                0.00    0.00       3/3           build_rr_graph [10]
[190]    0.0    0.00    0.00       3         alloc_and_load_track_to_pin_lookup [190]
                0.00    0.00     932/383841      my_malloc [73]
                0.00    0.00       2/5           alloc_matrix3 [180]
-----------------------------------------------
                0.00    0.00       1/3           free_timing_graph [299]
                0.00    0.00       2/3           free_route_structs [291]
[191]    0.0    0.00    0.00       3         free_ivec_vector [191]
-----------------------------------------------
                0.00    0.00       3/3           free_type_pin_to_track_map [301]
[192]    0.0    0.00    0.00       3         free_matrix4 [192]
-----------------------------------------------
                0.00    0.00       2/2           ProcessSegments [225]
[193]    0.0    0.00    0.00       2         ProcessCB_SB [193]
                0.00    0.00       2/183         FindProperty [147]
                0.00    0.00       2/180         ezxml_set_txt [149]
                0.00    0.00       2/125         ezxml_set_attr [160]
-----------------------------------------------
                0.00    0.00       2/2           ProcessChanWidthDistr [221]
[194]    0.0    0.00    0.00       2         ProcessChanWidthDistrDir [194]
                0.00    0.00      10/183         FindProperty [147]
                0.00    0.00       4/125         ezxml_set_attr [160]
-----------------------------------------------
                0.00    0.00       2/2           ProcessTypes [227]
[195]    0.0    0.00    0.00       2         ProcessSubblocks [195]
                0.00    0.00       8/41          FindElement [172]
                0.00    0.00       8/222         FreeNode [137]
                0.00    0.00       6/183         FindProperty [147]
                0.00    0.00       5/3774        my_atoi [101]
                0.00    0.00       5/125         ezxml_set_attr [160]
                0.00    0.00       2/383841      my_malloc [73]
                0.00    0.00       2/2           SetupSubblocksTcomb [202]
                0.00    0.00       2/2           SetupSubblocksTSeq [201]
-----------------------------------------------
                0.00    0.00       2/2           ProcessTypes [227]
[196]    0.0    0.00    0.00       2         ProcessTypeProps [196]
                0.00    0.00       4/183         FindProperty [147]
                0.00    0.00       3/125         ezxml_set_attr [160]
                0.00    0.00       2/1359        my_strdup [105]
                0.00    0.00       1/3774        my_atoi [101]
-----------------------------------------------
                0.00    0.00       2/2           SetupPinClasses [199]
[197]    0.0    0.00    0.00       2         SetupClassInf [197]
                0.00    0.00      43/383841      my_malloc [73]
                0.00    0.00      41/221         CheckElement [143]
                0.00    0.00      41/226         CountTokensInString [135]
                0.00    0.00      41/183         FindProperty [147]
                0.00    0.00       2/7           CountChildren [175]
-----------------------------------------------
                0.00    0.00       2/2           ProcessTypes [227]
[198]    0.0    0.00    0.00       2         SetupGridLocations [198]
                0.00    0.00      15/183         FindProperty [147]
                0.00    0.00       9/125         ezxml_set_attr [160]
                0.00    0.00       5/3774        my_atoi [101]
                0.00    0.00       3/221         CheckElement [143]
                0.00    0.00       3/222         FreeNode [137]
                0.00    0.00       2/7           CountChildren [175]
                0.00    0.00       2/171         my_calloc [151]
-----------------------------------------------
                0.00    0.00       2/2           ProcessTypes [227]
[199]    0.0    0.00    0.00       2         SetupPinClasses [199]
                0.00    0.00     106/3774        my_atoi [101]
                0.00    0.00      41/221         CheckElement [143]
                0.00    0.00      41/183         FindProperty [147]
                0.00    0.00      41/125         ezxml_set_attr [160]
                0.00    0.00      41/173         GetNodeTokens [150]
                0.00    0.00      41/3287        CountTokens [103]
                0.00    0.00      41/3302        FreeTokens [102]
                0.00    0.00      41/222         FreeNode [137]
                0.00    0.00       6/383841      my_malloc [73]
                0.00    0.00       2/2           SetupClassInf [197]
-----------------------------------------------
                0.00    0.00       2/2           ProcessTypes [227]
[200]    0.0    0.00    0.00       2         SetupPinLocations [200]
                0.00    0.00     111/3774        my_atoi [101]
                0.00    0.00      24/183         FindProperty [147]
                0.00    0.00      22/383841      my_malloc [73]
                0.00    0.00      17/125         ezxml_set_attr [160]
                0.00    0.00      12/221         CheckElement [143]
                0.00    0.00      12/226         CountTokensInString [135]
                0.00    0.00      12/173         GetNodeTokens [150]
                0.00    0.00      12/3302        FreeTokens [102]
                0.00    0.00      12/222         FreeNode [137]
-----------------------------------------------
                0.00    0.00       2/2           ProcessSubblocks [195]
[201]    0.0    0.00    0.00       2         SetupSubblocksTSeq [201]
                0.00    0.00      74/173         GetNodeTokens [150]
                0.00    0.00      74/221         CheckElement [143]
                0.00    0.00      74/3287        CountTokens [103]
                0.00    0.00      74/222         FreeNode [137]
                0.00    0.00      74/3302        FreeTokens [102]
                0.00    0.00       4/171         my_calloc [151]
-----------------------------------------------
                0.00    0.00       2/2           ProcessSubblocks [195]
[202]    0.0    0.00    0.00       2         SetupSubblocksTcomb [202]
                0.00    0.00      40/221         CheckElement [143]
                0.00    0.00      40/173         GetNodeTokens [150]
                0.00    0.00      40/3287        CountTokens [103]
                0.00    0.00      40/222         FreeNode [137]
                0.00    0.00      40/3302        FreeTokens [102]
                0.00    0.00       2/437         alloc_matrix [130]
-----------------------------------------------
                0.00    0.00       2/2           ProcessTypes [227]
[203]    0.0    0.00    0.00       2         SetupTypeTiming [203]
                0.00    0.00       6/221         CheckElement [143]
                0.00    0.00       6/183         FindProperty [147]
                0.00    0.00       6/173         GetNodeTokens [150]
                0.00    0.00       6/3287        CountTokens [103]
                0.00    0.00       6/125         ezxml_set_attr [160]
                0.00    0.00       6/222         FreeNode [137]
                0.00    0.00       6/3302        FreeTokens [102]
-----------------------------------------------
                0.00    0.00       2/2           build_rr_graph [10]
