Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           alloc_and_load_perturb_ipins [252]
                0.00    0.00       1/1           alloc_sblock_pattern_lookup [269]
                0.00    0.00       1/1           free_seg_details [298]
                0.00    0.00       1/1           free_sblock_pattern_lookup [297]
                0.00    0.00       1/1           free_type_pin_to_track_map [302]
                0.00    0.00       1/1           free_type_track_to_ipin_map [303]
-----------------------------------------------
                0.00    0.34       1/1           build_rr_graph [11]
[12]    11.9    0.00    0.34       1         alloc_and_load_rr_graph [12]
                0.00    0.16     110/110         build_rr_xchan [20]
                0.00    0.16     110/110         build_rr_ychan [21]
                0.00    0.01     144/144         build_unidir_rr_opins [35]
                0.00    0.00     144/144         build_rr_sinks_sources [60]
                0.00    0.00       1/383841      my_malloc [72]
-----------------------------------------------
                0.00    0.00     440/68548       load_sblock_pattern_lookup [33]
                0.00    0.01    2240/68548       get_unidir_opin_connections [36]
                0.03    0.12   30888/68548       label_wire_muxes_for_balance [23]
                0.03    0.13   34980/68548       get_unidir_track_to_chan_seg [15]
[13]    11.2    0.06    0.26   68548         label_wire_muxes [13]
                0.17    0.00 18096672/18463104     get_seg_start [19]
                0.09    0.00 18096672/18254940     get_seg_end [24]
                0.00    0.00   68548/383841      my_malloc [72]
-----------------------------------------------
                0.00    0.16   27588/55176       build_rr_xchan [20]
                0.00    0.16   27588/55176       build_rr_ychan [21]
[14]    11.1    0.00    0.31   55176         get_track_to_tracks [14]
                0.00    0.31   65868/65868       get_unidir_track_to_chan_seg [15]
                0.00    0.00  107976/166056      is_sbox [54]
                0.00    0.00   55176/18463104     get_seg_start [19]
                0.00    0.00   55176/18254940     get_seg_end [24]
-----------------------------------------------
                0.00    0.31   65868/65868       get_track_to_tracks [14]
[15]    11.0    0.00    0.31   65868         get_unidir_track_to_chan_seg [15]
                0.03    0.13   34980/68548       label_wire_muxes [13]
                0.00    0.15   30888/30888       label_wire_muxes_for_balance [23]
                0.00    0.00   65868/1421350     get_rr_node_index [37]
                0.00    0.00   65868/218668      insert_in_edge_list [76]
-----------------------------------------------
                0.24    0.00  848146/848146      try_swap [4]
[16]     8.5    0.24    0.00  848146         find_affected_nets [16]
-----------------------------------------------
                0.17    0.03 3008047/3008047     try_swap [4]
[17]     7.1    0.17    0.03 3008047         update_bb [17]
                0.03    0.00  315164/315200      get_bb_from_scratch [31]
-----------------------------------------------
                0.00    0.00    1020/15637785     comp_bb_cost [61]
                0.19    0.00 15636765/15637785     try_swap [4]
[18]     6.7    0.19    0.00 15637785         get_net_cost [18]
-----------------------------------------------
                0.00    0.00   14520/18463104     build_rr_xchan [20]
                0.00    0.00   14520/18463104     build_rr_ychan [21]
                0.00    0.00   29040/18463104     is_cbox [57]
                0.00    0.00   29040/18463104     load_chan_rr_indices [58]
                0.00    0.00   55176/18463104     get_track_to_tracks [14]
                0.00    0.00   58080/18463104     label_incoming_wires [55]
                0.00    0.00  166056/18463104     is_sbox [54]
                0.17    0.00 18096672/18463104     label_wire_muxes [13]
[19]     6.0    0.17    0.00 18463104         get_seg_start [19]
-----------------------------------------------
                0.00    0.16     110/110         alloc_and_load_rr_graph [12]
[20]     5.7    0.00    0.16     110         build_rr_xchan [20]
                0.00    0.16   27588/55176       get_track_to_tracks [14]
                0.00    0.01    7986/15972       get_track_to_ipins [34]
                0.00    0.00   14520/18463104     get_seg_start [19]
                0.00    0.00   14520/18254940     get_seg_end [24]
                0.00    0.00    7986/1421350     get_rr_node_index [37]
                0.00    0.00    7986/17092       alloc_and_load_edges_and_switches [87]
-----------------------------------------------
                0.00    0.16     110/110         alloc_and_load_rr_graph [12]
[21]     5.7    0.00    0.16     110         build_rr_ychan [21]
                0.00    0.16   27588/55176       get_track_to_tracks [14]
                0.00    0.01    7986/15972       get_track_to_ipins [34]
                0.00    0.00   14520/18463104     get_seg_start [19]
                0.00    0.00   14520/18254940     get_seg_end [24]
                0.00    0.00    7986/1421350     get_rr_node_index [37]
                0.00    0.00    7986/17092       alloc_and_load_edges_and_switches [87]
-----------------------------------------------
                0.16    0.00  386965/386965      try_swap [4]
[22]     5.7    0.16    0.00  386965         update_td_cost [22]
-----------------------------------------------
                0.00    0.15   30888/30888       get_unidir_track_to_chan_seg [15]
[23]     5.3    0.00    0.15   30888         label_wire_muxes_for_balance [23]
                0.03    0.12   30888/68548       label_wire_muxes [13]
                0.01    0.00 1176120/1421350     get_rr_node_index [37]
                0.00    0.00   30888/383841      my_malloc [72]
-----------------------------------------------
                0.00    0.00   14520/18254940     build_rr_xchan [20]
                0.00    0.00   14520/18254940     build_rr_ychan [21]
                0.00    0.00   15972/18254940     get_track_to_ipins [34]
                0.00    0.00   55176/18254940     get_track_to_tracks [14]
                0.00    0.00   58080/18254940     label_incoming_wires [55]
                0.09    0.00 18096672/18254940     label_wire_muxes [13]
[24]     3.2    0.09    0.00 18254940         get_seg_end [24]
-----------------------------------------------
                0.06    0.02  869998/869998      try_swap [4]
[25]     2.9    0.06    0.02  869998         find_to [25]
                0.02    0.00 1755155/3022684     my_irand [26]
-----------------------------------------------
                0.00    0.00     138/3022684     initial_placement [70]
                0.02    0.00 1267391/3022684     try_swap [4]
                0.02    0.00 1755155/3022684     find_to [25]
[26]     1.4    0.04    0.00 3022684         my_irand [26]
-----------------------------------------------
                0.04    0.00     124/124         try_place [2]
[27]     1.4    0.04    0.00     124         load_net_slack [27]
                0.00    0.00     124/124         compute_net_slacks [162]
-----------------------------------------------
                0.00    0.01     100/477         compute_delta_fb_to_fb [52]
                0.00    0.01     119/477         compute_delta_fb_to_io [51]
                0.00    0.01     120/477         generic_compute_matrix [49]
                0.00    0.01     138/477         compute_delta_io_to_io [48]
[28]     1.1    0.00    0.03     477         assign_blocks_and_route_net [28]
                0.00    0.03     477/477         timing_driven_route_net [30]
                0.00    0.00     477/478         load_net_rr_terminals [64]
                0.00    0.00     477/478         assign_locations [115]
-----------------------------------------------
                0.00    0.03       1/1           compute_delay_lookup_tables [8]
[29]     1.1    0.00    0.03       1         compute_delta_arrays [29]
                0.00    0.01       1/1           compute_delta_io_to_io [48]
                0.00    0.01       1/1           compute_delta_io_to_fb [50]
                0.00    0.01       1/1           compute_delta_fb_to_io [51]
                0.00    0.01       1/1           compute_delta_fb_to_fb [52]
-----------------------------------------------
                0.00    0.03     477/477         assign_blocks_and_route_net [28]
[30]     1.1    0.00    0.03     477         timing_driven_route_net [30]
                0.01    0.02   19577/19577       timing_driven_expand_neighbours [32]
                0.00    0.00     477/477         add_route_tree_to_heap [62]
                0.00    0.00   22465/22465       get_heap_head [80]
                0.00    0.00   22465/220989      free_heap_data [75]
                0.00    0.00   19536/19536       add_to_mod_list [85]
                0.00    0.00     954/954         pathfinder_update_one_cost [106]
                0.00    0.00     477/479         free_traceback [114]
                0.00    0.00     477/477         heapsort [121]
                0.00    0.00     477/477         mark_ends [125]
                0.00    0.00     477/477         update_rr_base_costs [129]
                0.00    0.00     477/477         init_route_tree_to_source [122]
                0.00    0.00     477/477         update_traceback [130]
                0.00    0.00     477/477         update_route_tree [128]
                0.00    0.00     477/477         reset_path_costs [126]
                0.00    0.00     477/477         empty_heap [118]
                0.00    0.00     477/477         free_route_tree [119]
                0.00    0.00     477/477         update_net_delays_from_route_tree [127]
-----------------------------------------------
                0.00    0.00      36/315200      comp_bb_cost [61]
                0.03    0.00  315164/315200      update_bb [17]
[31]     1.1    0.03    0.00  315200         get_bb_from_scratch [31]
-----------------------------------------------
                0.01    0.02   19577/19577       timing_driven_route_net [30]
[32]     1.1    0.01    0.02   19577         timing_driven_expand_neighbours [32]
                0.01    0.00  222082/222559      get_timing_driven_expected_cost [40]
                0.00    0.01  222082/222559      node_to_heap [41]
                0.00    0.00  222082/222082      get_rr_cong_cost [73]
-----------------------------------------------
                0.01    0.00     121/121         build_rr_graph [11]
[33]     0.5    0.01    0.00     121         load_sblock_pattern_lookup [33]
                0.00    0.00     440/68548       label_wire_muxes [13]
                0.00    0.00     440/440         label_incoming_wires [55]
                0.00    0.00   21912/21912       get_simple_switch_block_track [81]
                0.00    0.00   13068/13068       find_label_of_track [88]
-----------------------------------------------
                0.00    0.01    7986/15972       build_rr_xchan [20]
                0.00    0.01    7986/15972       build_rr_ychan [21]
[34]     0.4    0.00    0.01   15972         get_track_to_ipins [34]
                0.01    0.00   58080/58080       vpr_to_phy_track [43]
                0.00    0.00   78880/1421350     get_rr_node_index [37]
                0.00    0.00   29040/29040       is_cbox [57]
                0.00    0.00   15972/18254940     get_seg_end [24]
                0.00    0.00   78880/218668      insert_in_edge_list [76]
-----------------------------------------------
                0.00    0.01     144/144         alloc_and_load_rr_graph [12]
[35]     0.4    0.00    0.01     144         build_unidir_rr_opins [35]
                0.00    0.01    1120/1120        get_unidir_opin_connections [36]
                0.00    0.00    1120/1421350     get_rr_node_index [37]
                0.00    0.00    1120/17092       alloc_and_load_edges_and_switches [87]
-----------------------------------------------
                0.00    0.01    1120/1120        build_unidir_rr_opins [35]
[36]     0.4    0.00    0.01    1120         get_unidir_opin_connections [36]
                0.00    0.01    2240/68548       label_wire_muxes [13]
                0.00    0.00   73920/1421350     get_rr_node_index [37]
                0.00    0.00   73920/218668      insert_in_edge_list [76]
-----------------------------------------------
                0.00    0.00       6/1421350     alloc_and_load_rr_clb_source [71]
                0.00    0.00     264/1421350     get_delay_normalization_fac [68]
                0.00    0.00     264/1421350     load_rr_indexed_data_T_values [67]
                0.00    0.00     956/1421350     load_net_rr_terminals [64]
                0.00    0.00    1120/1421350     build_unidir_rr_opins [35]
                0.00    0.00    7980/1421350     build_rr_sinks_sources [60]
                0.00    0.00    7986/1421350     build_rr_xchan [20]
                0.00    0.00    7986/1421350     build_rr_ychan [21]
                0.00    0.00   65868/1421350     get_unidir_track_to_chan_seg [15]
                0.00    0.00   73920/1421350     get_unidir_opin_connections [36]
                0.00    0.00   78880/1421350     get_track_to_ipins [34]
                0.01    0.00 1176120/1421350     label_wire_muxes_for_balance [23]
[37]     0.4    0.01    0.00 1421350         get_rr_node_index [37]
-----------------------------------------------
                0.00    0.01  848146/848146      try_swap [4]
[38]     0.4    0.00    0.01  848146         assess_swap [38]
                0.01    0.00  638248/638248      my_frand [39]
-----------------------------------------------
                0.01    0.00  638248/638248      assess_swap [38]
[39]     0.4    0.01    0.00  638248         my_frand [39]
-----------------------------------------------
                0.00    0.00     477/222559      add_route_tree_to_heap [62]
                0.01    0.00  222082/222559      timing_driven_expand_neighbours [32]
[40]     0.4    0.01    0.00  222559         get_timing_driven_expected_cost [40]
                0.00    0.00  217602/217602      get_expected_segs_to_target [77]
-----------------------------------------------
                0.00    0.00     477/222559      add_route_tree_to_heap [62]
                0.00    0.01  222082/222559      timing_driven_expand_neighbours [32]
[41]     0.4    0.00    0.01  222559         node_to_heap [41]
                0.01    0.00  220989/220989      add_to_heap [42]
                0.00    0.00  220989/220989      alloc_heap_data [74]
-----------------------------------------------
                0.01    0.00  220989/220989      node_to_heap [41]
[42]     0.4    0.01    0.00  220989         add_to_heap [42]
                0.00    0.00       4/5           my_realloc [184]
-----------------------------------------------
                0.01    0.00   58080/58080       get_track_to_ipins [34]
[43]     0.4    0.01    0.00   58080         vpr_to_phy_track [43]
-----------------------------------------------
                0.01    0.00     138/138         alloc_and_load_tnodes_and_net_mapping [46]
[44]     0.4    0.01    0.00     138         build_subblock_tnodes [44]
                0.00    0.00    3646/6904        my_chunk_malloc [90]
                0.00    0.00     138/437         alloc_matrix [132]
                0.00    0.00     138/383841      my_malloc [72]
                0.00    0.00     138/430         free_matrix [134]
                0.00    0.00      33/33          is_global_clock [175]
-----------------------------------------------
                0.00    0.01       1/1           alloc_lookups_and_criticalities [7]
[45]     0.4    0.00    0.01       1         alloc_and_load_timing_graph [45]
                0.00    0.01       1/1           alloc_and_load_tnodes_and_net_mapping [46]
                0.00    0.00       1/1           alloc_and_load_fanout_counts [250]
                0.00    0.00       1/1           alloc_and_load_pin_mappings [253]
                0.00    0.00       1/1           alloc_and_load_timing_graph_levels [257]
                0.00    0.00       1/1           check_timing_graph [274]
                0.00    0.00       1/1           free_fanout_counts [285]
                0.00    0.00       1/1           alloc_net_slack [266]
                0.00    0.00       1/1           free_pin_mappings [290]
-----------------------------------------------
                0.00    0.01       1/1           alloc_and_load_timing_graph [45]
[46]     0.4    0.00    0.01       1         alloc_and_load_tnodes_and_net_mapping [46]
                0.01    0.00     138/138         build_subblock_tnodes [44]
                0.00    0.00     138/138         build_fb_tnodes [155]
                0.00    0.00       3/383841      my_malloc [72]
-----------------------------------------------
                0.01    0.00       1/1           build_rr_graph [11]
[47]     0.4    0.01    0.00       1         check_rr_graph [47]
                0.00    0.00   20292/20292       check_node [82]
                0.00    0.00   20292/20292       check_pass_transistors [83]
                0.00    0.00     220/220         rr_node_is_global_clb_ipin [148]
                0.00    0.00       3/171         my_calloc [153]
-----------------------------------------------
                0.00    0.01       1/1           compute_delta_arrays [29]
[48]     0.3    0.00    0.01       1         compute_delta_io_to_io [48]
                0.00    0.01     138/477         assign_blocks_and_route_net [28]
-----------------------------------------------
                0.00    0.01       3/3           compute_delta_io_to_fb [50]
[49]     0.3    0.00    0.01       3         generic_compute_matrix [49]
                0.00    0.01     120/477         assign_blocks_and_route_net [28]
-----------------------------------------------
                0.00    0.01       1/1           compute_delta_arrays [29]
[50]     0.3    0.00    0.01       1         compute_delta_io_to_fb [50]
                0.00    0.01       3/3           generic_compute_matrix [49]
-----------------------------------------------
                0.00    0.01       1/1           compute_delta_arrays [29]
[51]     0.3    0.00    0.01       1         compute_delta_fb_to_io [51]
                0.00    0.01     119/477         assign_blocks_and_route_net [28]
-----------------------------------------------
                0.00    0.01       1/1           compute_delta_arrays [29]
[52]     0.2    0.00    0.01       1         compute_delta_fb_to_fb [52]
                0.00    0.01     100/477         assign_blocks_and_route_net [28]
-----------------------------------------------
                0.00    0.00       1/139         check_place [63]
                0.00    0.00     138/139         try_place [2]
[53]     0.1    0.00    0.00     139         comp_td_costs [53]
                0.00    0.00  159989/25584958     comp_td_point_to_point_delay [9]
-----------------------------------------------
                0.00    0.00   58080/166056      label_incoming_wires [55]
                0.00    0.00  107976/166056      get_track_to_tracks [14]
[54]     0.1    0.00    0.00  166056         is_sbox [54]
                0.00    0.00  166056/18463104     get_seg_start [19]
-----------------------------------------------
                0.00    0.00     440/440         load_sblock_pattern_lookup [33]
[55]     0.0    0.00    0.00     440         label_incoming_wires [55]
                0.00    0.00   58080/166056      is_sbox [54]
                0.00    0.00   58080/18463104     get_seg_start [19]
                0.00    0.00   58080/18254940     get_seg_end [24]
                0.00    0.00     440/383841      my_malloc [72]
-----------------------------------------------
                0.00    0.00       1/1           try_place [2]
[56]     0.0    0.00    0.00       1         starting_t [56]
                0.00    0.00     138/869998      try_swap [4]
                0.00    0.00       1/383841      my_malloc [72]
                0.00    0.00       1/123         get_std_dev [164]
-----------------------------------------------
                0.00    0.00   29040/29040       get_track_to_ipins [34]
[57]     0.0    0.00    0.00   29040         is_cbox [57]
                0.00    0.00   29040/18463104     get_seg_start [19]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_node_indices [59]
[58]     0.0    0.00    0.00       2         load_chan_rr_indices [58]
                0.00    0.00   29040/18463104     get_seg_start [19]
                0.00    0.00     244/383841      my_malloc [72]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [11]
[59]     0.0    0.00    0.00       1         alloc_and_load_rr_node_indices [59]
                0.00    0.00       2/2           load_chan_rr_indices [58]
                0.00    0.00     307/383841      my_malloc [72]
-----------------------------------------------
                0.00    0.00     144/144         alloc_and_load_rr_graph [12]
[60]     0.0    0.00    0.00     144         build_rr_sinks_sources [60]
                0.00    0.00    7980/1421350     get_rr_node_index [37]
                0.00    0.00    5520/383841      my_malloc [72]
-----------------------------------------------
                0.00    0.00       1/2           try_place [2]
                0.00    0.00       1/2           check_place [63]
[61]     0.0    0.00    0.00       2         comp_bb_cost [61]
                0.00    0.00     984/12629702     get_non_updateable_bb [6]
                0.00    0.00    1020/15637785     get_net_cost [18]
                0.00    0.00      36/315200      get_bb_from_scratch [31]
                0.00    0.00     510/510         get_net_wirelength_estimate [113]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [30]
[62]     0.0    0.00    0.00     477         add_route_tree_to_heap [62]
                0.00    0.00     477/222559      get_timing_driven_expected_cost [40]
                0.00    0.00     477/222559      node_to_heap [41]
-----------------------------------------------
                0.00    0.00       1/1           try_place [2]
[63]     0.0    0.00    0.00       1         check_place [63]
                0.00    0.00       1/2           comp_bb_cost [61]
                0.00    0.00       1/139         comp_td_costs [53]
                0.00    0.00       1/383841      my_malloc [72]
-----------------------------------------------
                0.00    0.00       1/478         rr_graph_externals [65]
                0.00    0.00     477/478         assign_blocks_and_route_net [28]
[64]     0.0    0.00    0.00     478         load_net_rr_terminals [64]
                0.00    0.00     956/1421350     get_rr_node_index [37]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [11]
[65]     0.0    0.00    0.00       1         rr_graph_externals [65]
                0.00    0.00       1/1           alloc_and_load_rr_indexed_data [66]
                0.00    0.00       1/1           alloc_and_load_rr_clb_source [71]
                0.00    0.00       1/478         load_net_rr_terminals [64]
                0.00    0.00       1/1           add_rr_graph_C_from_switches [247]
                0.00    0.00       1/1           alloc_net_rr_terminals [265]
-----------------------------------------------
                0.00    0.00       1/1           rr_graph_externals [65]
[66]     0.0    0.00    0.00       1         alloc_and_load_rr_indexed_data [66]
                0.00    0.00       2/2           load_rr_indexed_data_T_values [67]
                0.00    0.00       1/1           load_rr_indexed_data_base_costs [69]
                0.00    0.00       1/383841      my_malloc [72]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_indexed_data [66]
[67]     0.0    0.00    0.00       2         load_rr_indexed_data_T_values [67]
                0.00    0.00     264/1421350     get_rr_node_index [37]
                0.00    0.00       6/171         my_calloc [153]
-----------------------------------------------
                0.00    0.00       1/1           load_rr_indexed_data_base_costs [69]
[68]     0.0    0.00    0.00       1         get_delay_normalization_fac [68]
                0.00    0.00     264/1421350     get_rr_node_index [37]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_rr_indexed_data [66]
[69]     0.0    0.00    0.00       1         load_rr_indexed_data_base_costs [69]
                0.00    0.00       1/1           get_delay_normalization_fac [68]
-----------------------------------------------
                0.00    0.00       1/1           try_place [2]
[70]     0.0    0.00    0.00       1         initial_placement [70]
                0.00    0.00     138/3022684     my_irand [26]
                0.00    0.00       5/383841      my_malloc [72]
                0.00    0.00       2/171         my_calloc [153]
-----------------------------------------------
                0.00    0.00       1/1           rr_graph_externals [65]
[71]     0.0    0.00    0.00       1         alloc_and_load_rr_clb_source [71]
                0.00    0.00       6/1421350     get_rr_node_index [37]
                0.00    0.00       3/383841      my_malloc [72]
                0.00    0.00       2/4           get_class_range_for_block [187]
-----------------------------------------------
                0.00    0.00       1/383841      check_netlist [273]
                0.00    0.00       1/383841      alloc_and_load_rr_node_route_structs [255]
                0.00    0.00       1/383841      alloc_trace_data [95]
                0.00    0.00       1/383841      alloc_route_tree_timing_structs [268]
                0.00    0.00       1/383841      alloc_and_load_perturb_ipins [252]
                0.00    0.00       1/383841      alloc_and_load_rr_graph [12]
                0.00    0.00       1/383841      alloc_net_rr_terminals [265]
                0.00    0.00       1/383841      alloc_and_load_rr_indexed_data [66]
                0.00    0.00       1/383841      alloc_net_delay [264]
                0.00    0.00       1/383841      alloc_net_slack [266]
                0.00    0.00       1/383841      alloc_and_load_timing_graph_levels [257]
                0.00    0.00       1/383841      ReadOptions [231]
                0.00    0.00       1/383841      SetupSwitches [238]
                0.00    0.00       1/383841      ProcessTypes [229]
                0.00    0.00       1/383841      ProcessSwitches [228]
                0.00    0.00       1/383841      starting_t [56]
                0.00    0.00       1/383841      alloc_and_load_unique_pin_list [259]
                0.00    0.00       1/383841      check_place [63]
                0.00    0.00       1/383841      alloc_crit [261]
                0.00    0.00       2/383841      alloc_and_load_actual_fc [206]
                0.00    0.00       2/383841      get_seg_track_counts [307]
                0.00    0.00       2/383841      alloc_and_load_fanout_counts [250]
                0.00    0.00       2/383841      InitArch [220]
                0.00    0.00       2/383841      ProcessSubblocks [197]
                0.00    0.00       2/383841      try_place [2]
                0.00    0.00       3/383841      alloc_route_structs [267]
                0.00    0.00       3/383841      alloc_linked_f_pointer [86]
                0.00    0.00       3/383841      alloc_timing_driven_route_structs [270]
                0.00    0.00       3/383841      alloc_and_load_rr_clb_source [71]
                0.00    0.00       3/383841      alloc_and_load_tnodes_and_net_mapping [46]
                0.00    0.00       3/383841      ProcessSegments [227]
                0.00    0.00       4/383841      build_rr_graph [11]
                0.00    0.00       4/383841      try_swap [4]
                0.00    0.00       4/383841      alloc_net [263]
                0.00    0.00       5/383841      alloc_and_load_clb_opins_used_locally [249]
                0.00    0.00       5/383841      alloc_sblock_pattern_lookup [269]
                0.00    0.00       5/383841      initial_placement [70]
                0.00    0.00       5/383841      alloc_block [260]
                0.00    0.00       6/383841      my_chunk_malloc [90]
                0.00    0.00       6/383841      insert_in_vptr_list [181]
                0.00    0.00       6/383841      alloc_and_load_pin_to_track_map [191]
                0.00    0.00       6/383841      SetupPinClasses [201]
                0.00    0.00       8/383841      alloc_heap_data [74]
                0.00    0.00      14/383841      alloc_linked_rt_edge [98]
                0.00    0.00      15/383841      alloc_rt_node [94]
                0.00    0.00      17/383841      ProcessIO [225]
                0.00    0.00      22/383841      SetupPinLocations [202]
                0.00    0.00      24/383841      alloc_and_load_for_fast_cost_update [251]
                0.00    0.00      43/383841      SetupClassInf [199]
                0.00    0.00      56/383841      alloc_ivector_and_copy_int_list [170]
                0.00    0.00     138/383841      build_fb_tnodes [155]
                0.00    0.00     138/383841      build_subblock_tnodes [44]
                0.00    0.00     144/383841      load_simplified_device [311]
                0.00    0.00     189/383841      load_subblock_info_to_type [312]
                0.00    0.00     244/383841      load_chan_rr_indices [58]
                0.00    0.00     254/383841      alloc_matrix4 [208]
                0.00    0.00     265/383841      alloc_and_load_seg_details [256]
                0.00    0.00     307/383841      alloc_and_load_rr_node_indices [59]
                0.00    0.00     346/383841      GetNodeTokens [152]
                0.00    0.00     440/383841      label_incoming_wires [55]
                0.00    0.00     548/383841      alloc_matrix3 [182]
                0.00    0.00     766/383841      alloc_and_load_grid [180]
                0.00    0.00     867/383841      insert_in_int_list [91]
                0.00    0.00     932/383841      alloc_and_load_track_to_pin_lookup [192]
                0.00    0.00    1022/383841      get_mst_of_net [112]
                0.00    0.00    1022/383841      sync_nets_to_blocks [322]
                0.00    0.00    1298/383841      insert_in_hash_table [108]
                0.00    0.00    1359/383841      my_strdup [104]
                0.00    0.00    2001/383841      read_netlist [316]
                0.00    0.00    2052/383841      alloc_and_load_placement_structs [254]
                0.00    0.00    2438/383841      alloc_and_load_pin_mappings [253]
                0.00    0.00    3079/383841      alloc_matrix [132]
                0.00    0.00    5520/383841      build_rr_sinks_sources [60]
                0.00    0.00    5880/383841      ReadLineTokens [103]
                0.00    0.00   30888/383841      label_wire_muxes_for_balance [23]
                0.00    0.00   34184/383841      alloc_and_load_edges_and_switches [87]
                0.00    0.00   68548/383841      label_wire_muxes [13]
                0.00    0.00  218668/383841      insert_in_edge_list [76]
[72]     0.0    0.00    0.00  383841         my_malloc [72]
-----------------------------------------------
                0.00    0.00  222082/222082      timing_driven_expand_neighbours [32]
[73]     0.0    0.00    0.00  222082         get_rr_cong_cost [73]
-----------------------------------------------
                0.00    0.00  220989/220989      node_to_heap [41]
[74]     0.0    0.00    0.00  220989         alloc_heap_data [74]
                0.00    0.00       8/383841      my_malloc [72]
-----------------------------------------------
                0.00    0.00   22465/220989      timing_driven_route_net [30]
                0.00    0.00  198524/220989      empty_heap [118]
[75]     0.0    0.00    0.00  220989         free_heap_data [75]
-----------------------------------------------
                0.00    0.00   65868/218668      get_unidir_track_to_chan_seg [15]
                0.00    0.00   73920/218668      get_unidir_opin_connections [36]
                0.00    0.00   78880/218668      get_track_to_ipins [34]
[76]     0.0    0.00    0.00  218668         insert_in_edge_list [76]
                0.00    0.00  218668/383841      my_malloc [72]
-----------------------------------------------
                0.00    0.00  217602/217602      get_timing_driven_expected_cost [40]
[77]     0.0    0.00    0.00  217602         get_expected_segs_to_target [77]
-----------------------------------------------
                0.00    0.00   78880/78880       add_rr_graph_C_from_switches [247]
[78]     0.0    0.00    0.00   78880         seg_index_of_cblock [78]
-----------------------------------------------
                0.00    0.00   65868/65868       add_rr_graph_C_from_switches [247]
[79]     0.0    0.00    0.00   65868         seg_index_of_sblock [79]
-----------------------------------------------
                0.00    0.00   22465/22465       timing_driven_route_net [30]
[80]     0.0    0.00    0.00   22465         get_heap_head [80]
-----------------------------------------------
                0.00    0.00   21912/21912       load_sblock_pattern_lookup [33]
[81]     0.0    0.00    0.00   21912         get_simple_switch_block_track [81]
-----------------------------------------------
                0.00    0.00   20292/20292       check_rr_graph [47]
[82]     0.0    0.00    0.00   20292         check_node [82]
-----------------------------------------------
                0.00    0.00   20292/20292       check_rr_graph [47]
[83]     0.0    0.00    0.00   20292         check_pass_transistors [83]
-----------------------------------------------
                0.00    0.00    1470/19634       FreeNode [139]
                0.00    0.00    8807/19634       GetNodeTokens [152]
                0.00    0.00    9357/19634       CountTokensInString [137]
[84]     0.0    0.00    0.00   19634         IsWhitespace [84]
-----------------------------------------------
                0.00    0.00   19536/19536       timing_driven_route_net [30]
[85]     0.0    0.00    0.00   19536         add_to_mod_list [85]
                0.00    0.00   19536/19536       alloc_linked_f_pointer [86]
-----------------------------------------------
                0.00    0.00   19536/19536       add_to_mod_list [85]
[86]     0.0    0.00    0.00   19536         alloc_linked_f_pointer [86]
                0.00    0.00       3/383841      my_malloc [72]
-----------------------------------------------
                0.00    0.00    1120/17092       build_unidir_rr_opins [35]
                0.00    0.00    7986/17092       build_rr_xchan [20]
                0.00    0.00    7986/17092       build_rr_ychan [21]
[87]     0.0    0.00    0.00   17092         alloc_and_load_edges_and_switches [87]
                0.00    0.00   34184/383841      my_malloc [72]
-----------------------------------------------
                0.00    0.00   13068/13068       load_sblock_pattern_lookup [33]
[88]     0.0    0.00    0.00   13068         find_label_of_track [88]
-----------------------------------------------
                0.00    0.00   11821/11821       get_mst_of_net [112]
[89]     0.0    0.00    0.00   11821         min_dist_from_mst [89]
-----------------------------------------------
                0.00    0.00       1/6904        alloc_net_rr_terminals [265]
                0.00    0.00     511/6904        alloc_net_delay [264]
                0.00    0.00     511/6904        alloc_net_slack [266]
                0.00    0.00     511/6904        build_block_output_tnode [110]
                0.00    0.00     511/6904        alloc_crit [261]
                0.00    0.00    1213/6904        build_fb_tnodes [155]
                0.00    0.00    3646/6904        build_subblock_tnodes [44]
[90]     0.0    0.00    0.00    6904         my_chunk_malloc [90]
                0.00    0.00       6/383841      my_malloc [72]
                0.00    0.00       6/6           insert_in_vptr_list [181]
-----------------------------------------------
                0.00    0.00    5604/5604        alloc_and_load_timing_graph_levels [257]
[91]     0.0    0.00    0.00    5604         insert_in_int_list [91]
                0.00    0.00     867/383841      my_malloc [72]
-----------------------------------------------
                0.00    0.00    1724/4966        build_fb_tnodes [155]
                0.00    0.00    3242/4966        check_fb_to_subblock_connections [157]
[92]     0.0    0.00    0.00    4966         is_opin [92]
-----------------------------------------------
                0.00    0.00    4742/4742        check_subblocks [159]
[93]     0.0    0.00    0.00    4742         check_subblock_pin [93]
-----------------------------------------------
                0.00    0.00     477/4627        init_route_tree_to_source [122]
                0.00    0.00    4150/4627        add_path_to_route_tree [116]
[94]     0.0    0.00    0.00    4627         alloc_rt_node [94]
                0.00    0.00      15/383841      my_malloc [72]
-----------------------------------------------
